"id","product_variant_id/default_code","product_variant_id/display_name","product_brand_id/display_name","product_variant_id/categ_id/display_name","partner_manufacturer_id/display_name","country_id/display_name","product_variant_id/regsanitario_ids/name","product_variant_id/regsanitario_ids/date_end"
"__export__.product_template_31565","5050472023","[5050472023]  Accutrend Plus Kit mg/dl ","ROCHE","All / BIOQUIMICA / Accutrend Instruments","ROCHE ECUADOR S.A.","Alemania","5991-DME-1218","2023-03-12"
"__export__.product_template_31569","11538144016","[11538144016]  Accutrend TG 25 Str. ","ROCHE","All / BIOQUIMICA / Accutrend Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0449-10-03","2023-06-24"
"__export__.product_template_28602","4880307190","[4880307190]  Acid wash Solution 2x1,8 L ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_28603","4663632190","[4663632190]  Activator for cobas c,Integra,c111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_28656","4657357190","[4657357190]  Albumin BCG 400T Cobas C111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_28536","20752401190","[20752401190]  Ammonia/Ethanol/CO2 Control N ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_29699","5031656190","[5031656190]  Anti-CCP Elecsys, cobas e ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","AD-150-11-10","2020-11-19"
"__export__.product_template_29911","6427405190","[6427405190]  Anti-HCV G2 Elecsys cobas e 200 ","ROCHE","All / INMUNOLOGIA / Infectious Diseases Reagents","ROCHE ECUADOR S.A.","Alemania","AD-454-09-12","2023-09-18"
"__export__.product_template_29779","6368697190","[6368697190]  Anti-TG Elecsys cobas e 100 V4 ","ROCHE","All / INMUNOLOGIA / Thyroid Reagents","ROCHE ECUADOR S.A.","Alemania","AD-348-10-11","2021-10-05"
"__export__.product_template_29781","6472931190","[6472931190]  Anti-TPO CS Elecsys ","ROCHE","All / INMUNOLOGIA / Thyroid Reagents","ROCHE ECUADOR S.A.","Alemania","AD-348-10-11","2021-05-10"
"__export__.product_template_29778","6368590190","[6368590190]  Anti-TPO Elecsys cobas e 100 V3 ","ROCHE","All / INMUNOLOGIA / Thyroid Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0314-05-03","2023-03-01"
"__export__.product_template_30011","12102137001","[12102137001]  Assay Tip/Cup Elecsys ModularE170 ","ROCHE","All / INMUNOLOGIA / IM cobas e / Elecsys Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_29305","4793099001 ELIM","[4793099001 ELIM]  BEARING ROTOR ASSY ","ROCHE","All / REPUESTOS / Clin. Chem. Systems Support","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28686","5589134190","[5589134190]  BIL-D Gen.2, 100Tests, cobas c 111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-465-10-12","2022-10-08"
"__export__.product_template_28689","5589061190","[5589061190]  BIL-D Gen.2, 350Tests cobas c, Integra ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-515-03-13","2023-04-03"
"__export__.product_template_28703","5168384190","[5168384190]  BIL-D Gen.2, 500Tests cobas c 701,702 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-560-06-13","2023-03-06"
"__export__.product_template_28723","5795397190","[5795397190]  BIL-T Gen.3, 250Tests cobas c,Integra ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-583-06-13","2023-12-06"
"__export__.product_template_28722","5795648190","[5795648190]  BIL-T Gen.3, 400Tests cobas c 111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-583-06-13","2023-12-06"
"__export__.product_template_28711","5795419190","[5795419190]  BIL-T Gen.3, 600Tests cobas c 701,702 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-583-06-13","2023-12-06"
"__export__.product_template_31572","3012654370","[3012654370]  BM-Lactate 25 Str. ","ROCHE","All / BIOQUIMICA / Accutrend Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0449-10-03","2023-06-24"
"__export__.product_template_29507","7268564001","[7268564001]  BUBBLE TRAP COMPL. ","ROCHE","All / REPUESTOS / Clin. Chem. Systems Support","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_31255","5870020001","[5870020001]  Barcode Label 2,7x5,7cm ","ROCHE","All / INSUMOS / Total Lab Automation (TLA)","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_27129","6919235001","[6919235001]  Barcode Scanner Unitech MS180 ","ROCHE","All / INSUMOS / Urinalysis Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28538","11447394216","[11447394216]  C.f.a.s.-CK-MB 3x1 ml ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_28775","3001938322","[3001938322]  C3c, 100Tests, cobas c, Integra ","ROCHE","All / BIOQUIMICA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-165-12-10","2020-12-13"
"__export__.product_template_28776","3001962322","[3001962322]  C4, 100Tests, cobas c, Integra ","ROCHE","All / BIOQUIMICA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-165-12-10","2020-12-13"
"__export__.product_template_29828","7030207190","[7030207190]  CA 125 G2 CS G2 Elecsys ","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","408-RBE-0315","2025-03-17"
"__export__.product_template_29827","11776223190","[11776223190]  CA 125 G2 Elecsys cobas e 100 ","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","408-RBE-0315","2025-03-17"
"__export__.product_template_29803","11776193122","[11776193122]  CA 19-9 Elecsys cobas e 100 ","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0313-05-03","2023-03-01"
"__export__.product_template_32325","3110354180","[3110354180]  CA++ ELECTRODE ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28690","5061482190","[5061482190]  CA, Gen.2, 300Tests, cobas c,Integra ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-515-03-13","2023-04-03"
"__export__.product_template_28691","5061504190","[5061504190]  CA, Gen.2, 400Tests, cobas c111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03                       ","2023-07-12"
"__export__.product_template_33837","CMO00039","[CMO00039]  CAJAS MONO PETRI","","All / MICROBIOLOGIA / CONSUMIBLE","MEDIBAC - INC S.A.","China","N/A",""
"__export__.product_template_32326","3144046001","[3144046001]  CALIBRATION SOLUTION C1 ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","600-RBE-0715","2020-07-31"
"__export__.product_template_32327","3144020001","[3144020001]  CALIBRATION SOLUTION C2 ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","600-RBE-0715","2020-07-31"
"__export__.product_template_29670","5127726001","[5127726001]  CAP SUCTION ASSY WATER CONT. 3.2L ","ROCHE","All / REPUESTOS / Clin. Chem. Systems Support","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_29798","11731629322","[11731629322]  CEA Elecsys,cobas e ","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0313-05-03","2023-03-01"
"__export__.product_template_28065","5267188001","[5267188001]  CELL MARQUE REAGENT, ALPHA-FETOPROTEIN ","ROCHE","All / INMUNOLOGIA / Benchmark Primary Antibodies","ROCHE ECUADOR S.A.","Alemania","AD6052012","2022-05-14"
"__export__.product_template_30319","3145611001","[3145611001]  CELLPACK 20L ","ROCHE","All / HEMATOLOGIA / HE Reagents","SYSMEX","Alemania","AD-102-03-10","2020-01-03"
"__export__.product_template_121452_326d11eb","9426752001","[9426752001]  CELLPACK DFL","ROCHE","All / HEMATOLOGIA / HE Reagents","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_28697","5168538190","[5168538190]  CHOL HiCo Gen.2, 2100Tests, cobas c701 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-560-06-13","2023-03-06"
"__export__.product_template_28614","3039773190","[3039773190]  CHOL HiCo Gen.2, 400Tests, cobas c, Int. ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-138-09-10","2020-09-28"
"__export__.product_template_28661","7190794190","[7190794190]  CK 200T cobas c","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","2850-DME-0817","2022-02-08"
"__export__.product_template_28707","5168546190","[5168546190]  CK, 800Tests, cobas c701 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-560-06-13","2023-03-06"
"__export__.product_template_29993","5957656190","[5957656190]  CK-MB STAT CS Elecsys V4 ","ROCHE","All / BIOQUIMICA / Cardiac & Critical Care Reagents","ROCHE ECUADOR S.A.","Alemania","AD-514-03-13","2023-03-04"
"__export__.product_template_29992","5957648190","[5957648190]  CK-MB STAT Elecsys cobas e 100 V4 ","ROCHE","All / INMUNOLOGIA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-514-03-13","2023-03-04"
"__export__.product_template_28710","5168562190","[5168562190]  CKMB, 600Tests, cobas c 701 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-560-06-13","2023-03-06"
"__export__.product_template_32328","3110451180","[3110451180]  CL- ELECTRODE ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_32294","3112098035","[3112098035]  CLEANING KIT for CL-  ELECTRODE ","ROCHE","All / BIOQUIMICA / BG + E Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_29844","4784618190","[4784618190]  CMV IgM Elecsys,cobas e ","ROCHE","All / INMUNOLOGIA / Infectious Diseases Reagents","ROCHE ECUADOR S.A.","Alemania","AD-160-12-10","2020-03-12"
"__export__.product_template_121344_fcb3b0a7","FQCEA-1K0-00","[FQCEA-1K0-00]  COLORANTE PAPANICOLAU EA50  1LT","QUIMICAL","All / INSUMOS / ANALITICA","QUIMICAL SCIENTIFIC DIAGNOSTIC SCC","Ecuador","",""
"__export__.product_template_32330","3321193001","[3321193001]  COMBITROL PLUS B, LEVEL 1, 30 PCS ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","AD-223-04-11","2024-05-03"
"__export__.product_template_32331","3321207001","[3321207001]  COMBITROL PLUS B, LEVEL 2, 30 PCS ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","AD-223-04-11","2024-05-03"
"__export__.product_template_32332","3321215001","[3321215001]  COMBITROL PLUS B, LEVEL 3, 30 PCS ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","AD-223-04-11","2024-05-03"
"__export__.product_template_33726","COV072020","[COV072020]  COVID-19 (SARS-CoV-2) IgM/IgG ANTIBODY TEST KIT","","All / BIOQUIMICA / REACTIVO","","","",""
"__export__.product_template_28695","6407137190","[6407137190]  CREAJ Gen.2, 1500Test, cobas c701 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","420-RBE-0315","2020-03-18"
"__export__.product_template_28620","4810716190","[4810716190]  CREAJ Gen.2, 700Test, cobas c, Integra ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_28798","4628918190","[4628918190]  CRP LX HS, 300Tests, cobas c, Integra ","ROCHE","All / BIOQUIMICA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0414-09-03","2023-07-05"
"__export__.product_template_33092","10446530","[10446530]  Caja de Cubetas para Equipo de Coagulación BFT II (500 unidades)","","All / INSUMOS / ANALITICA","","","",""
"__export__.product_template_28760","5168449190","[5168449190]  Calcium Gen.2, 2250Tests, cobas c 701 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-560-06-13","2023-03-06"
"__export__.product_template_28541","11355279216","[11355279216]  Calibrator f.a.s.proteins ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0543-12-03","2023-08-14"
"__export__.product_template_28151","5269369001","[5269369001]  Cell Marque,Renal Cell CArcinoma (PN-15) ","ROCHE","All / INMUNOLOGIA / Benchmark Primary Antibodies","ROCHE ECUADOR S.A.","Alemania","AD6052012","2022-05-14"
"__export__.product_template_28855","4555040001","[4555040001]  Cell Set  cobas c 311 ","ROCHE","All / BIOQUIMICA / CC Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28641","4880285190","[4880285190]  Cell Wash Solution I/NaOH-D 2x1,8 L ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","1011-RBE-1116","2021-11-25"
"__export__.product_template_30350","6952291001","[6952291001]  Cellclean Auto (CCA-500A) 4ml X 20 ","ROCHE","All / HEMATOLOGIA / HE Reagents","SYSMEX","Alemania","AD-546-04-13","2023-04-24"
"__export__.product_template_28596","4975901191","[4975901191]  Cfas Cystatin C ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","25-RBE-0514","2024-05-09"
"__export__.product_template_28542","4528417190","[4528417190]  Cfas HbA1c, 3x2ml ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_28543","12172623122","[12172623122]  Cfas Lipids 3x1ML ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_28544","3555941190","[3555941190]  Cfas PAC 3x1ML ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_28870","11930630001","[11930630001]  Chimney 912/others (2x48pcs)  *HN ","ROCHE","All / REPUESTOS / CC Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28660","4718917190","[4718917190]  Cholesterin 400T cobas c 111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_30005","11800507001","[11800507001]  Clean liner Elecsys 2010      *IM ","ROCHE","All / INMUNOLOGIA / IM cobas e / Elecsys Instruments","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_29707","4880293190","[4880293190]  CleanCell M 2x2 L Elecsys,cobas e ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","AD-248-1-05-11          ","2023-09-29"
"__export__.product_template_28663","4774248190","[4774248190]  Cleaner Basisch cobas c111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_28618","20754765322","[20754765322]  Cobas Integra Cleaner ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-0471-10-03","2023-07-12"
"__export__.product_template_27131","4510089056","[4510089056]  Combur-10-Test 100str. ","ROCHE","All / UROANALISIS / Urinalysis Strips / Reagents","ROCHE ECUADOR S.A.","Alemania","AD-372-07-03","2023-11-04"
"__export__.product_template_27143","ANCMB-100-00","[ANCMB-100-00]  Combur-10-UX 100 Str. ","ROCHE","All / UROANALISIS / Urinalysis Strips / Reagents","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_28546","20753009190","[20753009190]  Control Anormal Etanol Amonio CO2 ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_27132","11379194263","[11379194263]  Control-Test M (50 Strips)","ROCHE","All / UROANALISIS / Urinalysis Strips / Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0372-07-03","2023-11-04"
"__export__.product_template_28547","3005496122","[3005496122]  Controlset RF II ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","AD-0608-03-04","2024-01-14"
"__export__.product_template_29769","6687750190","[6687750190]  Cortisol G2 CS Elecsys ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0314-05-03","2023-03-01"
"__export__.product_template_29758","6687733190","[6687733190]  Cortisol G2 Elecsys cobas e 100 ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0314-05-03","2023-03-01"
"__export__.product_template_28665","5401755190","[5401755190]  Creatinin Jaffe 400T c111 ","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-138-09-10","2020-09-28"
"__export__.product_template_28597","6729371190","[6729371190]  Cystatin C Control Set Gen.2 ","ROCHE","All / BIOQUIMICA / CC Calibrators / Controls","ROCHE ECUADOR S.A.","Alemania","25-RBE-0514","2024-05-09"
"__export__.product_template_28823","6600239190","[6600239190]  Cystatin C TQ Gen.2, 225T, cobas c,INT ","ROCHE","All / BIOQUIMICA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","25-RBE-0514","2024-05-09"
"__export__.product_template_30287","4912551190","[4912551190]  D-Dimer Gen.2, 100Test, cobas c, Integra ","ROCHE","All / INMUNOLOGIA / CO Reagents","ROCHE ECUADOR S.A.","Alemania","AD-166-12-10","2020-12-14"
"__export__.product_template_28814","5077753190","[5077753190]  D-Dimer Gen.2, 200Test, cobas c111 ","ROCHE","All / INMUNOLOGIA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-475-10-12","2022-10-29"
"__export__.product_template_30288","4912497190","[4912497190]  D-Dimer Gen.2, Tina-quant a Unisys ","ROCHE","All / INMUNOLOGIA / CO Reagents","ROCHE ECUADOR S.A.","Alemania","AD-166-12-10","2020-12-14"
"__export__.product_template_122400_f6dc97a3","7713380001","[7713380001]  DEGASSER K","","All","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_32336","3110435180","[3110435180]  DEPROTEINIZER COMPLETE             125ML ","ROCHE","All / BIOQUIMICA / BG + E Reagents","ROCHE ECUADOR S.A.","Alemania","600-RBE-0715","2020-07-31"
"__export__.product_template_28801","20737836322","[20737836322]  DIGOXIN,  250Tests, cobas c, Integra ","ROCHE","All / INMUNOLOGIA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-244-05-11","2021-10-05"
"__export__.product_template_32037","5940427001","[5940427001]  Dengue Virus Test TIB ","","All / BIOQUIMICA / REACTIVO","","","",""
"__export__.product_template_29999","11820796190","[11820796190]  Digoxin Elecsys cobas e 100 V2 ","ROCHE","All / INMUNOLOGIA / Cardiac & Critical Care Reagents","ROCHE ECUADOR S.A.","Alemania","AD-0319-05-03","2018-01-03"
"__export__.product_template_29746","5192943190","[5192943190]  Diluent Universal 2 2x36ml Elecsys ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","AD-248-1-05-11","2023-09-29"
"__export__.product_template_29700","11820451122","[11820451122]  E 170 CELLCHEK ","ROCHE","All / INMUNOLOGIA / IM Core Reagents","ROCHE ECUADOR S.A.","Alemania","N/A",""
"__export__.product_template_30321","5050383001","[5050383001]  E-CHECK XS (5X 1.5ml x Normal and High) ","ROCHE","All / HEMATOLOGIA / HE Reagents","ROCHE ECUADOR S.A.","Alemania","AD-177-01-11","2021-01-14"
"__export__.product_template_30170","10888168001","[10888168001]  E/M valve UDV-2 704-0304 ","ROCHE","All / INMUNOLOGIA / Immunodia. Systems Support","ROCHE ECUADOR S.A.","Alemania","N/A",""
